MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
8.631788076,-3.508256387,8.631788076,0.099440294,0.655311162,308.345,292.217,308.1385591,116,0,0.239926006,-0.378191965,0.378191965,0.239926006,1.434782609,2.391304348,3.173913043,11.45363529,-0.246576833,3.64E-16,-2.490260231,2.08E-16,-2.522397138,2.061925616,-1.069651339,2.516949152,1481.738675,29.8779507,27.09152986,11.09152986,17.67455826,13.6900812,5.887405718,4.184630403,4.184630403,2.490253129,2.490253129,1.655885062,1.655885062,-2.98,111598588.7,5.010267035,5.336437991,3.120452154,155.4731997,10.82852517,19.09958558,2.823684157,13.32787822,0,0,4.567099648,14.95193556,4.983978521,0,11.84086864,38.68293247,17.9002785,15.1456771,25.75235358,16.98174072,1.431199657,24.50301373,0,26.15672716,5.719716976,35.81848383,0,17.78920792,5.719716976,5.948339281,0,0,36.64407239,0,18.69276076,42.91150145,24.43062784,2.823684157,16.98174072,0,102.74,84.90529099,0,0,5.719716976,4.567099648,0,0,5.920434319,5.920434319,25.04472227,22.07474504,124.4395594,0,14.71515306,4.078821592,-5.306450526,1.595438222,-2.47780607,-0.805251136,-10.07279792,0,0.25,23,3,7,0,0,0,1,2,3,7,2,7,6,0,0,0,3,1.22352,86.7802,0,1,0,1,0,5,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.98958433,-3.620174084,12.98958433,0.237284785,0.772205232,319.817,305.705,319.0546107,108,0,0.260961647,-0.351006336,0.351006336,0.260961647,1.666666667,2.476190476,3.238095238,11.40162994,-0.243602643,0.142730608,-2.501453685,0.320695551,-2.659998458,2.507461014,-0.944834718,2.144628655,1334.58429,26.99711733,24.03610184,11.60852737,15.77850432,12.29020905,6.590242917,3.627687179,5.004722418,2.255844103,3.404755952,1.35879719,2.264101692,-1.85,20488903.6,5.105889108,5.872597625,3.088574987,150.4679063,5.309813353,4.83039642,2.823684157,0,5.907179729,0,9.886243742,0,5.098681808,11.33678588,23.68577731,36.91552463,26.50102711,17.42486797,24.06732401,39.06152613,0,15.50020172,0,13.22481702,6.496859684,51.36925353,0,0,5.309813353,0,0,22.93772577,22.59442778,6.372924901,6.851892117,37.37816654,30.21209354,7.84631747,10.21662063,0,57.78,82.30792332,4.794537184,0,10.21662063,16.42849244,0,0,0,0,5.098681808,30.87372672,110.8079259,6.088954008,12.08029595,2.422039016,-1.733002685,-1.564087529,-4.457931014,-3.482430162,-6.467319079,0,0.2,21,2,4,0,0,0,1,2,3,3,2,6,5,0,0,0,3,3.55872,86.1969,0,0,0,0,0,2,1,0,0,0,1,1,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
13.76047914,-3.650891204,13.76047914,0.153964199,0.488034014,378.435,360.291,378.1480612,140,0,0.252133431,-0.347880136,0.347880136,0.252133431,1.206896552,1.931034483,2.689655172,11.49248002,-0.243444587,0.395690086,-2.402857661,0.46633544,-2.478299641,2.911613941,-0.980251779,2.231783527,2360.747469,35.4088127,32.19710267,14.19710267,21.40553007,17.16379892,8.216585325,6.192613744,6.192613744,4.884470198,4.884470198,3.859394176,3.859394176,-3.78,9814031395,6.362663387,5.616220592,1.905428127,191.6316362,14.44401265,0,1.411842078,0,5.907179729,0,4.794537184,0,5.261891555,0,36.25451225,17.64828891,59.40163734,45.48810182,29.50927472,49.51887946,5.261891555,14.44401265,6.9758269,19.36664427,0,59.46625264,0,6.069221313,5.309813353,0,0,0,15.04137902,19.96954627,11.33111287,45.59726052,48.33934966,1.411842078,43.61169973,0,62.75,135.3276033,10.05642874,0,9.876913001,4.567099648,6.069221313,0,0,0,0,24.71473753,154.0513222,0,13.76047914,6.807176051,-4.886132999,-1.424996155,-6.334845115,-3.53704268,-10.26929382,0,0.166666667,29,1,5,0,1,1,3,2,5,4,1,5,3,0,0,0,6,4.59648,114.8272,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13.00740115,-3.908398363,13.00740115,0.102319324,0.549679525,360.421,340.261,360.1698593,136,0,0.225075471,-0.308702154,0.308702154,0.225075471,1.407407407,2.296296296,3.148148148,11.28295551,-0.247645725,3.02E-16,-2.505907111,0.048863477,-2.477623459,2.1125614,-1.096050508,1.961779964,1933.619571,36.09097546,33.09152986,13.09152986,21.26055513,17.01379892,7.119371729,4.737629272,4.737629272,3.038388911,3.038388911,1.960574348,1.960574348,-3.48,5475768437,5.511815575,7.408448407,3.715321624,184.1714712,5.309813353,5.693927995,8.641546934,5.907179729,0,0,9.886243742,4.681802935,5.098681808,5.098681808,48.31978946,24.02121381,26.9179105,33.26479973,32.29187535,22.62796744,0,25.1842582,0,26.0946016,5.309813353,60.07569636,0,11.25737949,5.309813353,5.817862778,0,0,31.09143793,11.29139687,0,49.83484742,54.51224487,2.823684157,22.16030442,0,88.49,125.3654582,4.794537184,0,9.773509493,0,0,0,0,0,15.41074871,27.49733817,160.4829254,0,13.00740115,9.559787389,-3.189853324,-3.195976131,-7.345422102,-8.796616986,-6.855578714,0,0.2,27,2,7,0,0,0,2,2,4,5,2,7,7,0,0,0,4,3.6083,104.1914,0,0,0,0,0,5,1,0,0,0,1,1,0,0,0,4,2,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.538241038,-3.652782489,8.538241038,0.026704932,0.724763461,314.776,299.656,314.0934388,112,0,0.11551818,-0.382767191,0.382767191,0.11551818,1.363636364,2.227272727,3.045454545,11.60577802,-0.243193785,1.59E-16,-2.462070851,0.002813287,-2.542339028,2.502123165,-1.028722811,2.504233594,1375.282539,28.41133089,25.57506715,11.33099609,16.72475741,13.11247811,5.990442584,3.66114037,4.039104843,2.367191193,2.556173429,1.535863416,1.630354534,-2.24,43579364.42,5.146377065,6.681175858,3.155718375,154.1783163,4.736862954,13.36805826,0,0,0,0,4.681802935,9.967957042,5.098681808,0,23.68577731,18.12725612,35.53327918,37.94039271,25.2982413,11.60093989,0,19.74844179,0,6.496859684,13.5969377,53.88388899,0,22.51475897,0,0,0,11.60093989,33.34537949,11.23372264,0,20.56137834,48.86125567,5.022633314,22.51475897,0,52.83,96.49244535,0,0,4.681802935,0,0,0,0,0,19.8035018,32.16231823,122.6922392,5.844397525,7.064170664,3.231483873,-2.688617489,0,-3.832726653,-2.655091605,-7.209638531,-3.418439243,0.1875,22,0,5,0,0,0,1,2,3,5,0,6,6,0,0,0,3,3.3069,85.575,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.69690572,-4.333301039,15.69690572,0.334657856,0.682555137,415.856,396.704,415.1211307,150,0,0.247774376,-0.386532136,0.386532136,0.247774376,1.551724138,2.379310345,3.172413793,11.60748133,-0.181977988,0.20746877,-2.754529767,0.24551854,-2.787385537,2.245723928,-1.056064312,2.288548379,1814.105354,37.06603143,32.8084935,14.56442245,21.60501981,16.85413583,7.876638416,5.150426694,5.528391167,3.488064189,3.677046425,2.287609083,2.417814487,-2.84,6537022277,7.139800168,8.262344372,3.855950199,197.9544707,10.00871792,25.74426435,1.411842078,7.338379387,0,0,9.886243742,14.35837209,5.098681808,0,11.60093989,36.91552463,59.24086356,15.28923789,39.00849796,17.50811962,1.431199657,25.05825514,0,18.63980749,19.55270461,53.17972391,0,22.51475897,0,4.390415048,0,11.60093989,57.05814733,4.794537184,5.817220841,47.63663094,36.64594176,6.434475392,22.51475897,0,95,124.6940844,6.16529574,4.390415048,5.091706558,0,0,0,0,0,20.17544704,36.37611852,173.0406976,5.780990174,19.06573926,6.002618238,-6.273410682,-8.39149886,-4.500002808,-10.79360414,-12.48708438,0,0.3,29,2,7,0,1,1,1,2,3,5,2,9,5,0,1,1,4,3.0245,105.6585,0,1,0,0,0,4,1,0,0,0,1,1,0,0,0,4,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.03772895,-4.169712862,14.03772895,0.138194746,0.719171118,376.46,352.268,376.189926,144,0,0.317663055,-0.49675657,0.49675657,0.317663055,1.571428571,2.535714286,3.428571429,10.68593532,-0.246266882,4.46E-17,-2.638529396,2.75E-16,-2.733255148,1.457003656,-1.007172887,2.051635021,2050.536957,40.38386868,37.60535096,13.60535096,23.2385523,19.26926081,7.374833615,5.004007988,5.004007988,3.327490473,3.327490473,2.084992724,2.084992724,-3.28,27702208642,5.199490672,7.760913788,3.579610649,197.6081836,19.92358931,11.39668905,2.823684157,0,0,6.031114512,0,9.778515705,0,0,18.13690916,48.53104787,45.88449539,33.61722327,42.51177253,22.63762048,0,20.17070488,0,19.24270949,20.03167183,65.7792774,0,5.749511833,10.04667631,4.794537184,5.749511833,0,40.92367786,0,0,60.52630071,54.65237441,2.823684157,16.60650597,0,70.25,143.6505141,4.794537184,0,4.97700327,0,0,0,0,0,9.720841475,32.98037239,201.9109915,0,17.00962382,-1.72895086,-4.716590603,-1.379545154,-15.86580394,-5.86065087,-12.23785198,-3.464555278,0.272727273,28,2,6,0,1,1,1,2,3,3,2,6,6,0,0,0,4,4.1314,110.2014,0,0,0,0,0,2,1,0,0,0,1,1,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
13.753224,-3.379213286,13.753224,0.271397119,0.576721985,374.4,356.256,374.1378904,140,0,0.260753435,-0.496682857,0.496682857,0.260753435,1.178571429,2.035714286,2.857142857,11.6730196,-0.245535233,0.405923349,-2.333872383,0.474796881,-2.332976869,2.608538107,-0.944612871,2.038432675,1908.301367,34.95278278,31.51359925,13.51359925,20.99548336,16.23308191,7.28586831,4.922362388,4.922362388,3.338656203,3.338656203,2.158838384,2.158838384,-3.87,3479219803,6.338374861,7.398075597,3.136103041,186.4523282,14.78353926,17.06247516,7.059019299,0,5.907179729,0,4.794537184,9.499376415,5.098681808,0,30.21209354,18.12725612,17.77876541,54.93300985,38.98300062,17.24174322,0,14.59805822,0,0,19.38571827,72.29101028,0,22.75640315,14.78353926,5.687386275,11.49902367,0,34.58114287,0,0,33.66088413,66.72755879,1.411842078,16.90455671,0,77.75,126.3650616,4.794537184,0,5.309813353,4.515397894,0,0,0,0,14.81952328,29.45160049,152.4425863,0,17.49753664,3.499516361,-4.184555618,-4.012091327,-8.452233307,-1.936921807,0,-6.687170526,0.095238095,28,1,7,0,0,0,2,2,4,6,1,7,7,0,0,0,4,3.6658,105.9222,0,0,0,0,0,3,0,0,0,0,1,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.68505645,-3.286931284,12.68505645,0.207180965,0.830927373,331.719,321.639,331.0472169,116,0,0.324500352,-0.494551683,0.494551683,0.324500352,1.565217391,2.391304348,3.086956522,13.04299023,-0.243125061,0.59200376,-2.327945418,0.794634617,-2.423118235,3.743103242,-0.942777374,2.684900507,1202.095067,25.41133089,20.83877732,11.59470627,15.11698594,10.41236719,5.89590447,3.558248898,3.936213371,2.155673928,2.439147283,1.24675972,1.422084388,-3.18,6475450.285,7.390564636,7.195269506,3.927390033,149.7855397,10.04667631,13.1894917,20.59768709,0,0,6.031114512,10.10435054,14.76249423,5.261891555,0,11.60093989,12.08483742,5.563451492,39.68907236,28.11568993,35.39951562,5.261891555,9.967957042,0,0,17.65757917,40.71064064,0,11.81873315,15.35648966,16.29978624,5.749511833,11.60093989,29.29923618,0,11.33111287,27.01798512,24.43062784,7.84631747,0,0,117,77.29668066,9.589074368,0,10.61962671,0,0,6.069221313,0,0,14.70482,30.65258405,80.53856764,5.832536173,31.01668648,7.473490343,-2.554148623,-2.031332889,-2.383597735,-3.244158992,0,-3.286931284,0.071428571,23,2,8,0,0,0,1,1,2,6,2,9,5,0,0,0,2,2.46678,82.7799,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,3,2,0,0,0,0,0,0,1,0,0,0,2,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
13.47116995,-3.761232409,13.47116995,0.61114502,0.782953116,302.377,284.233,302.1419132,114,0,0.251249227,-0.345519012,0.345519012,0.251249227,1.086956522,1.739130435,2.391304348,10.94900417,-0.244637329,1.80E-16,-2.516137511,0.083485396,-2.571789688,2.138928036,-1.006780081,2.365333778,1535.37524,31.6767619,29.30267548,11.30267548,18.63743422,15.04576493,6.098551336,3.975972958,3.975972958,2.512624313,2.512624313,1.478089028,1.478089028,-2.94,270332426.5,4.541034813,6.879873228,3.635938025,160.9189758,5.309813353,0,1.411842078,0,5.907179729,0,9.778515705,0,0,0,42.29693095,47.71192142,22.02151758,25.20851225,29.50927472,5.907179729,0,10.29379187,0,12.86978459,0,89.93929919,0,11.12690298,5.309813353,0,0,0,10.89115825,0,0,52.09412021,78.81239621,1.411842078,11.12690298,0,41.99,125.1529798,4.794537184,0,0,0,0,0,0,0,4.983978521,24.71473753,144.9112789,0,16.82727866,-0.61114502,-3.952123462,-1.915954113,-15.36964766,-1.628454876,-3.761232409,0,0.1,23,1,3,0,0,0,2,1,3,2,1,3,5,0,0,0,3,4.2396,91.9962,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
